iter	Logloss
134	0.229942929
135	0.2294560703
136	0.2291068095
137	0.2284527105
138	0.2280113069
139	0.2274674959
140	0.2270829212
141	0.2264806504
142	0.2261098422
143	0.22555489
144	0.225159227
145	0.2245375419
146	0.223933678
147	0.2234806951
148	0.2231132596
149	0.2225118209
150	0.2220074394
151	0.2214574703
152	0.2210077478
153	0.2203961432
154	0.2198515663
155	0.2190794639
156	0.2185021597
157	0.2179678135
158	0.2174749653
159	0.2167929173
160	0.2162441473
161	0.2156294616
162	0.2153131618
163	0.2150528885
164	0.2145006512
165	0.214116023
166	0.2135818112
167	0.212977821
168	0.2127442729
169	0.2123883689
170	0.2120010844
171	0.2113105762
172	0.2108228673
173	0.2103510327
174	0.2100046444
175	0.2096925178
176	0.2090799975
177	0.2085466118
178	0.2081550431
179	0.2075916692
180	0.2072056255
181	0.2067049358
182	0.2061691175
183	0.2054253411
184	0.2050596783
185	0.2046068498
186	0.2042588281
187	0.2035753264
188	0.2028759375
189	0.202588029
190	0.2022356942
191	0.2018823974
192	0.20161237
193	0.2010742318
194	0.2007246826
195	0.2002095137
196	0.1999605281
197	0.1994590991
198	0.1990766638
199	0.1986312149
200	0.1982201334
201	0.1976035099
202	0.1970581397
203	0.1964751874
204	0.196163271
205	0.1957351568
206	0.1953462545
207	0.1949825015
208	0.1946402876
209	0.1943142504
210	0.1938717746
211	0.1934106217
212	0.1929404957
213	0.1924372395
214	0.192036918
215	0.1916934398
216	0.1911023837
217	0.1906343192
218	0.1903850562
219	0.1899459996
220	0.1895851138
221	0.1892948478
222	0.1888234794
223	0.188462388
224	0.188229995
225	0.1878159179
226	0.1871931393
227	0.1868704265
228	0.1864042399
229	0.1860824343
230	0.1858315031
231	0.1855300342
232	0.1852061722
233	0.1848752209
234	0.1846926242
235	0.1842937653
236	0.1838349949
237	0.1832831586
238	0.1828344731
239	0.1825314367
240	0.182144203
241	0.1817891172
242	0.1814983284
243	0.1810563546
244	0.1807436445
245	0.1804534793
246	0.1800601554
247	0.1796301627
248	0.1792372507
249	0.1788896173
250	0.1785599889
251	0.1782200491
252	0.1779214819
253	0.1775267609
254	0.1769645612
255	0.1768021527
256	0.1764433933
257	0.1760233589
258	0.1757032637
259	0.1755620689
260	0.1751791133
261	0.174779423
262	0.1744085416
263	0.1742349164
264	0.1739821005
265	0.1734920351
266	0.1732528978
267	0.1727566952
268	0.1725051825
269	0.1722110758
270	0.171857087
271	0.1715743365
272	0.1712536005
273	0.1708467381
274	0.1706633717
275	0.17052124
276	0.1703266384
277	0.1700474362
278	0.1697999469
279	0.1695937717
280	0.169166284
281	0.1687447991
282	0.168269836
283	0.1679948774
284	0.167635782
285	0.1673294333
286	0.1671647095
287	0.1667714753
288	0.1665054625
289	0.1662076548
290	0.1659034139
291	0.165571157
292	0.1652589334
293	0.1649483092
294	0.1647715191
295	0.1645515041
296	0.1642781215
297	0.1639219297
298	0.1635928403
299	0.1631652299
300	0.1628918873
301	0.1626649053
302	0.16240138
303	0.1621199774
304	0.1617932451
305	0.1614279897
306	0.1610330341
307	0.1607495579
308	0.1603634735
309	0.1601110276
310	0.1599428348
311	0.1595226214
312	0.1592458018
313	0.1588570206
314	0.1587069568
315	0.1584937765
316	0.1580838081
317	0.1574440613
318	0.1572254048
319	0.1570187575
320	0.1566501255
321	0.1564572219
322	0.1563434933
323	0.1560200496
324	0.1558680077
325	0.1556342862
326	0.1555284023
327	0.1553026288
328	0.1551005327
329	0.1549036443
330	0.15447116
331	0.1543121359
332	0.1541580165
333	0.153875474
334	0.153579292
335	0.1534416719
336	0.1529886276
337	0.1527043384
338	0.1524069386
339	0.1518912124
340	0.1515392274
341	0.151047465
342	0.1508383817
343	0.1506583892
344	0.1504011971
345	0.150258489
346	0.1501070297
347	0.1497366901
348	0.1495346083
349	0.1493255574
350	0.1491137565
351	0.1489711956
352	0.1485801341
353	0.1483563745
354	0.1482289345
355	0.1479521035
356	0.1476786134
357	0.1475112548
358	0.1472219812
359	0.1469499189
360	0.1467728553
361	0.1464356899
362	0.1460931034
363	0.1458361076
364	0.1454608175
365	0.1450745044
366	0.1448613088
367	0.1446486685
368	0.1445288963
369	0.1442193899
370	0.143996218
371	0.1436688937
372	0.1435354613
373	0.1432545708
374	0.1430969137
375	0.1428605788
376	0.1426534244
377	0.1424263042
378	0.1421280581
379	0.1418899693
380	0.1417557443
381	0.1412766343
382	0.141003618
383	0.1408521689
384	0.1405988081
385	0.1402348277
386	0.1398299557
387	0.1395236884
388	0.1393181518
389	0.1391347906
390	0.1389646608
391	0.1385012168
392	0.1382367676
393	0.1379320889
394	0.1376739229
395	0.1373899248
396	0.1371325678
397	0.1369340567
398	0.1366525956
399	0.1364949275
400	0.1363526124
401	0.1361682116
402	0.1358862577
403	0.1355976824
404	0.1353486799
405	0.1350853798
406	0.1348963106
407	0.1346669391
408	0.1344252625
409	0.13433142
410	0.1341633202
411	0.1339395332
412	0.133535327
413	0.1332080155
414	0.1329450894
415	0.1327710662
416	0.1325517762
417	0.1323268944
418	0.1322014602
419	0.1320627368
420	0.131810533
421	0.1315112419
422	0.1313359692
423	0.1311867746
424	0.1309553065
425	0.1305957245
426	0.1304607292
427	0.1302732907
428	0.1300338844
429	0.1297658077
430	0.129662322
431	0.1294216938
432	0.1292424972
433	0.1289237529
434	0.1285189244
435	0.1283749656
436	0.1279478575
437	0.1277929506
438	0.1275603699
439	0.1274145002
440	0.1271719444
441	0.127042193
442	0.1268197792
443	0.1265777381
444	0.126355315
445	0.1262215165
446	0.1260184449
447	0.1258256163
448	0.1255452667
449	0.1253869602
450	0.1252179054
451	0.1250234187
452	0.1248526308
453	0.1246375439
454	0.1244392166
455	0.1243303125
456	0.1241724218
457	0.1239082874
458	0.1237286772
459	0.1235771013
460	0.1234319241
461	0.1232292615
462	0.1230464913
463	0.122992998
464	0.1228178901
465	0.1227292337
466	0.1224017477
467	0.1222196299
468	0.1221021256
469	0.1220010456
470	0.1218692704
471	0.1216323786
472	0.1214945835
473	0.1212747307
474	0.1210257236
475	0.1208696048
476	0.1205894045
477	0.1204573972
478	0.1202289424
479	0.1200549724
480	0.1198521742
481	0.1196473787
482	0.1195478641
483	0.1194038488
484	0.1191468302
485	0.1190211731
486	0.1189207669
487	0.1187347595
488	0.1184864285
489	0.1183692136
490	0.1182046156
491	0.1180764296
492	0.1179037127
493	0.1177550585
494	0.1176775833
495	0.1175615344
496	0.117312991
497	0.1171269106
498	0.1170115234
499	0.116727249
500	0.116498022
501	0.1163758275
502	0.1162461442
503	0.1160018208
504	0.1158196615
505	0.1157083523
506	0.1155502885
507	0.1153652046
508	0.1152038393
509	0.1149659184
510	0.1148006294
511	0.1147604025
512	0.1146238944
513	0.1145331854
514	0.1143799853
515	0.11428188
516	0.1140875312
517	0.1139053955
518	0.1137269514
519	0.1135694769
520	0.1134265082
521	0.1133773102
522	0.1132422557
523	0.1131871906
524	0.1130000784
525	0.1128376289
526	0.1126269435
527	0.1125442206
528	0.1123595846
529	0.1121875884
530	0.112137826
531	0.1119548138
532	0.1117831998
533	0.1115197666
534	0.1113697783
535	0.1112007212
536	0.1110977746
537	0.1109675668
538	0.1107229852
539	0.1105156907
540	0.1103697381
541	0.1102626729
542	0.1101352198
543	0.1100522217
544	0.109795549
545	0.109655166
546	0.1095276315
547	0.1093442724
548	0.1092056449
549	0.1091170674
550	0.1090680649
551	0.1088261453
552	0.1086581425
553	0.1082924415
554	0.1081289457
555	0.1079458327
556	0.1078604054
557	0.1077272901
558	0.1076016889
559	0.107560633
560	0.1074324312
561	0.1072569161
562	0.1071288517
563	0.1070570022
564	0.1068885445
565	0.1067205644
566	0.1065775834
567	0.1064294282
568	0.1062794774
569	0.1061975546
570	0.1061226366
571	0.1059876357
572	0.1059556033
573	0.1058578586
574	0.1057362623
575	0.1056348935
576	0.1055466333
577	0.1054136374
578	0.1053041602
579	0.1051539524
580	0.1050318114
581	0.1048904808
582	0.1047300691
583	0.1046105432
584	0.1042144803
585	0.1038439552
586	0.1037131348
587	0.103602487
588	0.1034928872
589	0.1033734291
590	0.1032759291
591	0.1031082432
592	0.1029646249
593	0.102850961
594	0.1027047746
595	0.1026417183
596	0.1025334741
597	0.1024681289
598	0.1023299513
599	0.1022434628
600	0.1021305338
601	0.1020954699
602	0.1019364655
603	0.1017134549
604	0.1013777863
605	0.1012958459
606	0.1012342293
607	0.101080216
608	0.100960308
609	0.1008704556
610	0.1007840302
611	0.1006801255
612	0.1005338286
613	0.1003528755
614	0.100277472
615	0.1002053672
616	0.1000877544
617	0.100024234
618	0.09986087834
619	0.09973717265
620	0.09961830635
621	0.09958362106
622	0.09921527504
623	0.09891000176
624	0.09877709166
625	0.09864113777
626	0.09850794519
627	0.09838091503
628	0.09825315366
629	0.09802582323
630	0.0979452592
631	0.09782444132
632	0.09770798392
633	0.09762456388
634	0.09734772324
635	0.09725124311
636	0.09712783254
637	0.09679161209
638	0.09676553511
639	0.09664985955
640	0.09654235495
641	0.09643276928
642	0.09629362438
643	0.09617254441
644	0.09605835971
645	0.09594267914
646	0.0958250537
647	0.09559483452
648	0.09548307951
649	0.09527035471
650	0.0952026532
651	0.09508813713
652	0.09501547652
653	0.09496135018
654	0.0948597226
655	0.09474272321
656	0.09469821531
657	0.0945893138
658	0.09447951105
659	0.09441641907
660	0.09435451138
661	0.0942299727
662	0.0941165459
663	0.09404992027
664	0.09394007943
665	0.09382066077
666	0.09369548756
667	0.09356191547
668	0.09346569827
669	0.09337089736
670	0.09321214516
671	0.09300925458
672	0.0929217791
673	0.09283913612
674	0.09272214442
675	0.09260348344
676	0.09240998877
677	0.09226823007
678	0.09214890664
679	0.09212401605
680	0.09198981838
681	0.09189855458
682	0.09178510122
683	0.09176026064
684	0.09168645849
685	0.09151858272
686	0.09142091883
687	0.09135080716
688	0.09122978847
689	0.09114035552
690	0.09091281335
691	0.09088417941
692	0.09078636958
693	0.09072379217
694	0.09067666334
695	0.09038560936
696	0.09019790339
697	0.09014166674
698	0.09002877409
699	0.08993479178
700	0.08984232713
701	0.08979853134
702	0.0896770625
703	0.08955311875
704	0.08942123983
705	0.08926581556
706	0.08920482596
707	0.08908839005
708	0.0890017014
709	0.08893374449
710	0.08881187844
711	0.08869587715
712	0.08852592281
713	0.08843674432
714	0.08833854131
715	0.08820127159
716	0.08810364778
717	0.08803422815
718	0.08795915946
719	0.08787189552
720	0.08775747442
721	0.08770537598
722	0.08763998947
723	0.08755158958
724	0.08744989749
725	0.08741244004
726	0.08735525835
727	0.08726669349
728	0.08724184493
729	0.0870917087
730	0.08702828538
731	0.08696570487
732	0.08690958796
733	0.08681353347
734	0.08672436973
735	0.08660741716
736	0.0865206792
737	0.08643055433
738	0.08624391058
739	0.08619292248
740	0.08609425624
741	0.08598670448
742	0.08586168841
743	0.08573994184
744	0.08568776104
745	0.08561683075
746	0.08557737566
747	0.08547010751
748	0.08531196137
749	0.08527177359
750	0.08516626906
751	0.08502670303
752	0.08500540144
753	0.08486773914
754	0.08477019575
755	0.08469992216
756	0.08466236651
757	0.08455077613
758	0.08442105657
759	0.08432231247
760	0.0842576636
761	0.08420263952
762	0.08404030033
763	0.08392402313
764	0.08382398522
765	0.08373388581
766	0.0836306601
767	0.08352256251
768	0.08349725443
769	0.08340902892
770	0.08335768948
771	0.08333328478
772	0.08322997373
773	0.08314653299
774	0.08302541211
775	0.08294674214
776	0.0828420099
777	0.08275773016
778	0.0826574795
779	0.08258440401
780	0.08250861505
781	0.08245579522
782	0.08235095111
783	0.08227173297
784	0.08219244335
785	0.08205228936
786	0.08194097076
787	0.08186111851
788	0.08179181689
789	0.08173047678
790	0.08166763906
791	0.08157968986
792	0.08152883848
793	0.08144945667
794	0.08135354515
795	0.08133460662
796	0.08128933082
797	0.08121385688
798	0.08115445387
799	0.08107939111
800	0.08090717164
801	0.0808693975
802	0.08079925749
803	0.08075869275
804	0.08057200916
805	0.08046409167
806	0.08042173552
807	0.08034592913
808	0.08029946259
809	0.0802220035
810	0.08020385316
811	0.08018177951
812	0.08011033175
813	0.08000670385
814	0.07992331709
815	0.07988337671
816	0.07983588097
817	0.07976217702
818	0.07970698571
819	0.0796262528
820	0.07955022607
821	0.07944275189
822	0.07934666855
823	0.07911840447
824	0.07905519318
825	0.07890961708
826	0.07886404813
827	0.07880941573
828	0.07873573051
829	0.0786095667
830	0.07852038447
831	0.07846005112
832	0.07839328962
833	0.07832983586
834	0.07828468858
835	0.0782453841
836	0.0782016069
837	0.07814331883
838	0.07802788556
839	0.07786934193
840	0.07776919986
841	0.07770374965
842	0.07760238094
843	0.07752853725
844	0.07744356326
845	0.07737034892
846	0.0773136773
847	0.07727461519
848	0.07712680305
849	0.07705922347
850	0.07698839151
851	0.07694183029
852	0.07687854367
853	0.07674102167
854	0.0766747363
855	0.07652534599
856	0.07642814433
857	0.07636414814
858	0.07622976292
859	0.07618940912
860	0.0761384769
861	0.07608591405
862	0.07601174968
863	0.07583618796
864	0.07567154714
865	0.07561354678
866	0.07548626914
867	0.07538319283
868	0.07533902835
869	0.07526150561
870	0.07510778299
871	0.07507078884
872	0.07501491449
873	0.07496425514
874	0.0749293061
875	0.07482027589
876	0.07469977307
877	0.07462448896
878	0.0745744383
879	0.07448747457
880	0.07435036332
881	0.07425377672
882	0.07418970936
883	0.07409522103
884	0.07406113231
885	0.07393023965
886	0.07375195194
887	0.07370204969
888	0.07356907176
889	0.07347318448
890	0.07330531896
891	0.07314758368
892	0.07309713364
893	0.07291358686
894	0.07284618764
895	0.07278758437
896	0.07273953026
897	0.07266304618
898	0.07255581865
899	0.07247742467
900	0.07241704855
901	0.07237553516
902	0.07233922686
903	0.07218099669
904	0.07205727915
905	0.07199290546
906	0.07188507879
907	0.07184469454
908	0.07180743515
909	0.07175043504
910	0.07170466127
911	0.07166854554
912	0.07163487313
913	0.07160201923
914	0.07153488209
915	0.07148491751
916	0.07138845119
917	0.07131271874
918	0.0713037794
919	0.07121435532
920	0.07111792271
921	0.07100940218
922	0.07091744592
923	0.07080356386
924	0.07075700778
925	0.0706692461
926	0.07063533377
927	0.07057768642
928	0.07048365375
929	0.07038366348
930	0.07028696013
931	0.07025333341
932	0.07018171454
933	0.07011256129
934	0.07003480807
935	0.06996511865
936	0.06982809006
937	0.06978613203
938	0.06967839153
939	0.06959006159
940	0.06949073454
941	0.06945146183
942	0.06938030593
943	0.06929736276
944	0.06922795285
945	0.06914264184
946	0.06909357329
947	0.0690200259
948	0.06898803597
949	0.06890950427
950	0.068857492
951	0.06880935732
952	0.06872092811
953	0.06866801316
954	0.06851623082
955	0.06846475209
956	0.06825655904
957	0.06818659552
958	0.06817272418
959	0.06801555755
960	0.06781992564
961	0.06774498685
962	0.06770794483
963	0.067666111
964	0.06765273284
965	0.06754186135
966	0.06752803734
967	0.06747146038
968	0.06740882765
969	0.0673436975
970	0.06730148857
971	0.06725158765
972	0.0672193727
973	0.06717398747
974	0.06713283966
975	0.06712470551
976	0.06703681984
977	0.06696898056
978	0.06686765304
979	0.06682040366
980	0.06675837773
981	0.06671638337
982	0.06667948379
983	0.06659452628
984	0.06654107588
985	0.0663581938
986	0.06631080233
987	0.06625729106
988	0.06622250469
989	0.06621000986
990	0.06617550133
991	0.06613182342
992	0.06610639351
993	0.06605281756
994	0.06600813287
995	0.06594162193
996	0.06592883528
997	0.06583677343
998	0.06573913517
999	0.06570575706
